user_id,rec_id,shop_geo_lat,shop_geo_lon,rec_date,rec_total,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24
21309,32621,58.977102,43.1340999,2018-08-11 20:33:00,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21309,32622,58.977102,43.1340999,2018-08-16 10:22:00,23800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
21309,32618,58.977102,43.1340999,2018-08-16 12:52:00,75800,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
21309,32608,58.977102,43.1340999,2018-08-16 12:53:00,14900,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1459,3650,55.7474141,37.7070482,2017-09-16 18:08:00,130619,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1459,3655,55.760658,37.705323,2017-09-22 12:17:00,65882,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0
1459,3652,55.760658,37.705323,2017-09-28 12:56:00,130321,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,0,2,0,0,1,0,1,1
1459,3649,55.7474141,37.7070482,2017-09-30 13:48:00,91945,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,1,2
1459,3651,55.7474141,37.7070482,2017-09-30 13:49:00,28617,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,3654,55.7474141,37.7070482,2017-09-30 13:49:00,28617,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,3653,55.757241,37.71547,2017-10-06 14:49:00,59947,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,1,0,1,1
1459,3644,55.7592396,37.7080298,2017-10-13 20:30:00,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1459,3646,55.760658,37.705323,2017-10-16 19:17:00,21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1459,3657,55.7579097,37.7156698,2017-10-18 15:34:00,15200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,3656,55.7592396,37.7080298,2017-10-18 16:01:00,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1459,3645,55.760658,37.705323,2017-10-19 11:26:00,116532,0,4,0,0,0,0,2,0,0,1,0,0,2,1,0,0,5,0,1,0,0,1,0,1,2
1459,3643,55.760658,37.705323,2017-10-20 09:12:00,19295,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1459,3642,55.7592396,37.7080298,2017-10-20 20:43:00,7100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1459,3647,55.7592396,37.7080298,2017-10-21 21:55:00,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,3648,55.761584,37.712536,2017-10-21 22:15:00,8069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1459,3640,55.7474141,37.7070482,2017-10-22 14:16:00,127234,0,8,0,1,5,0,1,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,1,4
1459,3641,55.760658,37.705323,2017-10-23 08:51:00,11803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1459,3639,55.754728,37.6216332,2017-10-25 16:41:00,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,3637,55.7735249,37.6562563,2017-10-26 18:57:00,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1459,3636,55.757241,37.71547,2017-11-02 17:16:00,14874,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0
1459,3638,55.7592396,37.7080298,2017-11-03 21:15:00,6000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1459,3634,55.760658,37.705323,2017-11-09 16:05:00,46525,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,1,0,1,0,1,0
1459,3635,55.7592396,37.7080298,2017-11-09 18:32:00,6600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1459,3765,55.7592396,37.7080298,2017-11-11 20:25:00,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1459,3959,55.758906,37.708811,2017-11-14 09:55:00,8000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,3960,55.7592396,37.7080298,2017-11-14 09:55:00,8000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,3962,55.7573928,37.7142219,2017-11-14 11:00:00,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1459,3963,55.7592396,37.7080298,2017-11-14 13:00:00,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,4249,55.7573928,37.7142219,2017-11-15 19:02:00,15700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1459,4250,55.757241,37.71547,2017-11-16 16:23:00,99748,0,3,2,0,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0
1459,4247,55.7540643,37.6353774,2017-11-16 18:06:00,22372,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,4427,55.7573928,37.7142219,2017-11-17 14:35:00,15158,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
1459,4246,55.7476959,37.7061703,2017-11-18 12:55:00,139700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12837,19886,55.829544,49.118022,2018-05-29 21:20:00,71151,0,0,0,0,2,0,0,2,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0
1457,3596,54.995497,73.250791,2017-11-09 15:04:00,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1457,3597,54.995497,73.250791,2017-11-09 15:09:00,40880,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,7119,51.7230436,55.1418223,2017-11-24 17:10:00,94500,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0
2304,6248,51.7230436,55.1418223,2017-11-27 10:58:00,310000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,5861,51.7191868,55.1319414,2017-12-03 12:18:00,7770,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,5927,51.7230436,55.1418223,2017-12-08 12:34:00,119600,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,5862,51.7230436,55.1418223,2017-12-08 14:38:00,66060,0,0,0,18,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2304,5441,51.7230436,55.1418223,2017-12-08 16:04:00,94200,0,10,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,1
2304,5956,51.7230436,55.1418223,2017-12-08 16:48:00,249900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,5528,51.7191868,55.1319414,2017-12-09 14:41:00,8990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2304,5671,51.7196194,55.1308193,2017-12-12 12:19:00,3790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,5930,51.7230436,55.1418223,2017-12-15 08:39:00,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,5926,51.7230436,55.1418223,2017-12-15 10:35:00,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,5928,51.7230436,55.1418223,2017-12-15 13:32:00,127400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,5929,51.7230436,55.1418223,2017-12-15 16:38:00,59900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2304,5931,51.7194489,55.133456,2017-12-15 16:55:00,34400,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2304,5935,51.7230436,55.1418223,2017-12-15 21:08:00,19080,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,6059,51.7191868,55.1319414,2017-12-17 15:00:00,44580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2304,6083,51.7233263,55.1382496,2017-12-17 17:31:00,4100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,6245,51.7230436,55.1418223,2017-12-19 11:04:00,310000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,6359,51.7230436,55.1418223,2017-12-20 12:06:00,138100,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0
2304,6360,51.7230436,55.1418223,2017-12-20 12:34:00,138490,0,0,0,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2304,6538,51.7230436,55.1418223,2017-12-22 13:06:00,57400,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
2304,6549,51.718796,55.1356872,2017-12-22 17:58:00,12900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,6738,51.7230436,55.1418223,2017-12-24 17:04:00,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,6759,51.7230436,55.1418223,2017-12-25 11:35:00,66900,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2304,6994,51.7191868,55.1319414,2017-12-28 12:27:00,14490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2304,7088,51.7230436,55.1418223,2017-12-29 12:04:00,50600,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1
2304,7087,51.7230436,55.1418223,2017-12-29 12:54:00,50600,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,7089,51.7230436,55.1418223,2017-12-29 13:13:00,63530,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2304,7086,51.7191868,55.1319414,2017-12-29 14:50:00,26670,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2304,7117,51.7230436,55.1418223,2017-12-29 15:52:00,19900,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,7118,51.7230436,55.1418223,2017-12-29 18:00:00,45700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,7144,51.718796,55.1356872,2017-12-30 10:02:00,11800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,7281,51.7194489,55.133456,2017-12-31 18:36:00,9040,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2304,7748,51.7194489,55.133456,2018-01-06 20:00:00,40280,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1
2304,7794,51.7230436,55.1418223,2018-01-07 17:41:00,325800,0,3,2,4,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,3
2304,8078,51.7191868,55.1319414,2018-01-11 10:32:00,38900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8079,51.7230436,55.1418223,2018-01-11 16:27:00,86600,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2304,8143,51.7191868,55.1319414,2018-01-12 12:04:00,34990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8184,51.7191868,55.1319414,2018-01-12 20:58:00,5690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2304,8246,51.7191868,55.1319414,2018-01-13 13:48:00,33200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8394,51.7230436,55.1418223,2018-01-14 17:50:00,37200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8430,51.7191868,55.1319414,2018-01-15 14:29:00,19920,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8582,51.7230436,55.1418223,2018-01-16 14:55:00,290000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8581,51.7230436,55.1418223,2018-01-16 15:57:00,36740,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8614,51.7230436,55.1418223,2018-01-17 13:10:00,114800,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0
2304,8616,51.7230436,55.1418223,2018-01-17 13:33:00,17150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2304,8674,51.7191868,55.1319414,2018-01-18 08:15:00,4100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8671,51.7194489,55.133456,2018-01-18 11:03:00,7380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,8986,51.7191868,55.1319414,2018-01-19 10:37:00,3800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,8985,51.7191868,55.1319414,2018-01-20 12:25:00,12434,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2304,8987,51.7230436,55.1418223,2018-01-22 14:15:00,46750,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9106,51.7230436,55.1418223,2018-01-24 12:25:00,99000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9242,51.7230436,55.1418223,2018-01-25 12:10:00,179850,0,0,0,3,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2304,9245,51.7191868,55.1319414,2018-01-26 12:51:00,167900,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9244,51.7230436,55.1418223,2018-01-26 16:17:00,60600,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9243,51.7191868,55.1319414,2018-01-26 16:45:00,13252,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2304,9302,51.7191868,55.1319414,2018-01-27 07:20:00,69100,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9430,51.7194489,55.133456,2018-01-29 15:53:00,9980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2304,9648,51.7230436,55.1418223,2018-02-01 10:15:00,69350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2304,9649,51.7230436,55.1418223,2018-02-01 10:16:00,294800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9728,51.7194489,55.133456,2018-02-02 14:03:00,20290,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
2304,9857,51.7194489,55.133456,2018-02-04 15:16:00,11960,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,9956,51.7230436,55.1418223,2018-02-05 13:38:00,207100,0,12,1,5,5,0,1,0,0,0,1,0,2,0,1,0,3,0,0,1,0,0,0,1,2
2304,10008,51.7194489,55.133456,2018-02-06 13:25:00,14090,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2304,10085,51.7187417,55.1500274,2018-02-07 10:55:00,7989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,10086,51.7194489,55.133456,2018-02-07 11:49:00,6590,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,10210,51.7230436,55.1418223,2018-02-09 15:17:00,44900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2304,10211,51.7191868,55.1319414,2018-02-09 20:17:00,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2304,10349,51.7191868,55.1319414,2018-02-11 14:39:00,71400,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,10350,51.7191868,55.1319414,2018-02-11 17:35:00,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,10348,51.7194489,55.133456,2018-02-11 17:49:00,40710,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2304,10549,51.7191868,55.1319414,2018-02-12 14:26:00,38900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,10547,51.7230436,55.1418223,2018-02-14 11:37:00,2300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,10548,51.7191868,55.1319414,2018-02-14 14:45:00,9990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2304,10551,51.7191868,55.1319414,2018-02-14 15:02:00,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2304,10550,51.7194489,55.133456,2018-02-14 15:14:00,27920,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,10773,51.7194489,55.133456,2018-02-17 13:35:00,32030,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
2304,11022,51.7194489,55.133456,2018-02-20 16:33:00,11960,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,11080,51.7194489,55.133456,2018-02-21 16:51:00,6690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,11179,51.7230436,55.1418223,2018-02-22 15:10:00,354800,0,3,0,11,6,1,1,0,0,0,0,0,1,0,2,0,6,0,1,1,0,0,0,0,1
2304,11133,51.7230436,55.1418223,2018-02-22 15:44:00,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,11200,51.7230436,55.1418223,2018-02-22 18:20:00,58600,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2304,11286,51.7194489,55.133456,2018-02-24 11:10:00,3690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,11443,51.7230436,55.1418223,2018-02-26 13:35:00,38150,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2304,11564,51.7230436,55.1418223,2018-02-28 08:27:00,9990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2304,11563,51.77086,55.103426,2018-02-28 08:31:00,19800,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,11620,51.8489411,55.1271796,2018-02-28 14:46:00,22600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,11618,51.7230436,55.1418223,2018-02-28 17:47:00,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,11617,51.7230436,55.1418223,2018-02-28 18:05:00,21800,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2304,12002,51.7191868,55.1319414,2018-03-04 18:28:00,30758,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2304,12003,51.7194489,55.133456,2018-03-04 18:49:00,35630,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2304,12004,51.718796,55.1356872,2018-03-04 18:55:00,9900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12373,51.7191868,55.1319414,2018-03-07 15:02:00,140600,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12372,51.7191868,55.1319414,2018-03-08 18:34:00,18200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12374,51.7191868,55.1319414,2018-03-08 18:44:00,22920,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12375,51.718796,55.1356872,2018-03-08 18:58:00,19020,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2304,12488,51.7191868,55.1319414,2018-03-10 14:58:00,31200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12487,51.7194489,55.133456,2018-03-10 15:17:00,19970,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2304,12806,51.8109583,55.0916107,2018-03-13 12:56:00,199900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2304,12805,51.7230436,55.1418223,2018-03-13 13:57:00,287400,0,12,2,2,3,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,2
2304,12935,51.7191868,55.1319414,2018-03-15 14:24:00,15761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2304,13269,51.7191868,55.1319414,2018-03-17 17:10:00,72390,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
